Results Table 1


Results Table 2



Time,Displacement,Force
"2.5800","0.0430","0.0010"
"2.6000","0.0433","0.0010"
"2.6200","0.0436","0.0010"
"2.6400","0.0439","0.0010"
"2.6600","0.0443","0.0010"
"2.6800","0.0446","0.0010"
"2.7000","0.0449","0.0010"
"2.7200","0.0453","0.0010"
"2.7400","0.0456","0.0010"
"2.7600","0.0460","0.0011"
"2.7800","0.0462","0.0011"
"2.8000","0.0465","0.0011"
"2.8200","0.0468","0.0011"
"2.8400","0.0471","0.0010"
"2.8600","0.0475","0.0011"
"2.8800","0.0479","0.0011"
"2.9000","0.0483","0.0011"
"2.9200","0.0486","0.0012"
"2.9400","0.0490","0.0012"
"2.9600","0.0492","0.0012"
"2.9800","0.0496","0.0013"
"3.0000","0.0499","0.0013"
"3.0200","0.0503","0.0014"
"3.0400","0.0506","0.0014"
"3.0600","0.0509","0.0015"
"3.0800","0.0512","0.0016"
"3.1000","0.0515","0.0016"
"3.1200","0.0518","0.0017"
"3.1400","0.0521","0.0017"
"3.1600","0.0526","0.0018"
"3.1800","0.0529","0.0020"
"3.2000","0.0533","0.0021"
"3.2200","0.0536","0.0022"
"3.2400","0.0539","0.0024"
"3.2600","0.0543","0.0025"
"3.2800","0.0546","0.0026"
"3.3000","0.0550","0.0027"
"3.3200","0.0553","0.0029"
"3.3400","0.0557","0.0030"
"3.3600","0.0560","0.0032"
"3.3800","0.0563","0.0034"
"3.4000","0.0566","0.0035"
"3.4200","0.0568","0.0036"
"3.4400","0.0572","0.0038"
"3.4600","0.0575","0.0039"
"3.4800","0.0579","0.0041"
"3.5000","0.0583","0.0042"
"3.5200","0.0586","0.0045"
"3.5400","0.0589","0.0047"
"3.5600","0.0592","0.0049"
"3.5800","0.0595","0.0051"
"3.6000","0.0598","0.0052"
"3.6200","0.0602","0.0055"
"3.6400","0.0606","0.0057"
"3.6600","0.0609","0.0060"
"3.6800","0.0612","0.0062"
"3.7000","0.0615","0.0065"
"3.7200","0.0618","0.0068"
"3.7400","0.0621","0.0070"
"3.7600","0.0625","0.0073"
"3.7800","0.0629","0.0076"
"3.8000","0.0633","0.0081"
"3.8200","0.0636","0.0085"
"3.8400","0.0640","0.0089"
"3.8600","0.0643","0.0092"
"3.8800","0.0646","0.0095"
"3.9000","0.0649","0.0098"
"3.9200","0.0653","0.0102"
"3.9400","0.0657","0.0106"
"3.9600","0.0661","0.0111"
"3.9800","0.0664","0.0116"
"4.0000","0.0666","0.0119"
"4.0200","0.0669","0.0123"
"4.0400","0.0672","0.0126"
"4.0600","0.0675","0.0129"
"4.0800","0.0678","0.0133"
"4.1000","0.0682","0.0138"
"4.1200","0.0686","0.0143"
"4.1400","0.0689","0.0148"
"4.1600","0.0693","0.0153"
"4.1800","0.0695","0.0157"
"4.2000","0.0699","0.0162"
"4.2200","0.0702","0.0166"
"4.2400","0.0706","0.0171"
"4.2600","0.0709","0.0176"
"4.2800","0.0712","0.0181"
"4.3000","0.0715","0.0187"
"4.3200","0.0718","0.0193"
"4.3400","0.0721","0.0197"
"4.3600","0.0725","0.0202"
"4.3800","0.0729","0.0207"
"4.4000","0.0732","0.0214"
"4.4200","0.0737","0.0220"
"4.4400","0.0740","0.0228"
"4.4600","0.0743","0.0235"
"4.4800","0.0746","0.0241"
"4.5000","0.0749","0.0247"
"4.5200","0.0753","0.0253"
"4.5400","0.0757","0.0259"
"4.5600","0.0760","0.0266"
"4.5800","0.0763","0.0272"
"4.6000","0.0766","0.0279"
"4.6200","0.0769","0.0285"
"4.6400","0.0771","0.0291"
"4.6600","0.0774","0.0296"
"4.6800","0.0778","0.0301"
"4.7000","0.0782","0.0308"
"4.7200","0.0786","0.0317"
"4.7400","0.0789","0.0326"
"4.7600","0.0793","0.0334"
"4.7800","0.0796","0.0342"
"4.8000","0.0799","0.0349"
"4.8200","0.0802","0.0356"
"4.8400","0.0805","0.0363"
"4.8600","0.0809","0.0370"
"4.8800","0.0813","0.0379"
"4.9000","0.0816","0.0388"
"4.9200","0.0819","0.0395"
"4.9400","0.0822","0.0403"
"4.9600","0.0825","0.0411"
"4.9800","0.0829","0.0419"
"5.0000","0.0832","0.0428"
"5.0200","0.0836","0.0438"
"5.0400","0.0841","0.0448"
"5.0600","0.0844","0.0458"
"5.0800","0.0846","0.0466"
"5.1000","0.0849","0.0474"
"5.1200","0.0852","0.0482"
"5.1400","0.0856","0.0490"
"5.1600","0.0859","0.0500"
"5.1800","0.0863","0.0511"
"5.2000","0.0866","0.0521"
"5.2200","0.0869","0.0530"
"5.2400","0.0872","0.0539"
"5.2600","0.0875","0.0547"
"5.2800","0.0878","0.0555"
"5.3000","0.0881","0.0564"
"5.3200","0.0886","0.0575"
"5.3400","0.0889","0.0587"
"5.3600","0.0893","0.0599"
"5.3800","0.0896","0.0611"
"5.4000","0.0899","0.0621"
"5.4200","0.0902","0.0631"
"5.4400","0.0905","0.0641"
"5.4600","0.0909","0.0651"
"5.4800","0.0912","0.0663"
"5.5000","0.0916","0.0675"
"5.5200","0.0919","0.0686"
"5.5400","0.0922","0.0697"
"5.5600","0.0925","0.0708"
"5.5800","0.0928","0.0718"
"5.6000","0.0932","0.0730"
"5.6200","0.0936","0.0742"
"5.6400","0.0940","0.0755"
"5.6600","0.0943","0.0770"
"5.6800","0.0946","0.0783"
"5.7000","0.0949","0.0795"
"5.7200","0.0952","0.0806"
"5.7400","0.0956","0.0818"
"5.7600","0.0959","0.0830"
"5.7800","0.0963","0.0843"
"5.8000","0.0966","0.0858"
"5.8200","0.0970","0.0872"
"5.8400","0.0972","0.0886"
"5.8600","0.0975","0.0898"
"5.8800","0.0978","0.0909"
"5.9000","0.0981","0.0921"
"5.9200","0.0985","0.0934"
"5.9400","0.0989","0.0951"
"5.9600","0.0993","0.0969"
"5.9800","0.0996","0.0987"
"6.0000","0.1000","0.1003"
"6.0200","0.1002","0.1018"
"6.0400","0.1006","0.1032"
"6.0600","0.1009","0.1047"
"6.0800","0.1013","0.1062"
"6.1000","0.1016","0.1079"
"6.1200","0.1019","0.1096"
"6.1400","0.1023","0.1113"
"6.1600","0.1025","0.1128"
"6.1800","0.1028","0.1143"
"6.2000","0.1031","0.1156"
"6.2200","0.1035","0.1172"
"6.2400","0.1039","0.1190"
"6.2600","0.1042","0.1210"
"6.2800","0.1046","0.1230"
"6.3000","0.1049","0.1248"
"6.3200","0.1052","0.1265"
"6.3400","0.1055","0.1282"
"6.3600","0.1059","0.1298"
"6.3800","0.1063","0.1317"
"6.4000","0.1067","0.1338"
"6.4200","0.1070","0.1358"
"6.4400","0.1073","0.1377"
"6.4600","0.1076","0.1394"
"6.4800","0.1078","0.1409"
"6.5000","0.1082","0.1423"
"6.5200","0.1085","0.1438"
"6.5400","0.1089","0.1456"
"6.5600","0.1093","0.1478"
"6.5800","0.1097","0.1500"
"6.6000","0.1100","0.1522"
"6.6200","0.1103","0.1542"
"6.6400","0.1106","0.1559"
"6.6600","0.1109","0.1575"
"6.6800","0.1113","0.1592"
"6.7000","0.1116","0.1611"
"6.7200","0.1119","0.1630"
"6.7400","0.1122","0.1648"
"6.7600","0.1125","0.1665"
"6.7800","0.1128","0.1682"
"6.8000","0.1131","0.1699"
"6.8200","0.1135","0.1716"
"6.8400","0.1139","0.1735"
"6.8600","0.1143","0.1755"
"6.8800","0.1146","0.1778"
"6.9000","0.1150","0.1800"
"6.9200","0.1153","0.1819"
"6.9400","0.1156","0.1836"
"6.9600","0.1159","0.1853"
"6.9800","0.1163","0.1872"
"7.0000","0.1167","0.1892"
"7.0200","0.1171","0.1913"
"7.0400","0.1174","0.1934"
"7.0600","0.1176","0.1952"
"7.0800","0.1179","0.1965"
"7.1000","0.1182","0.1978"
"7.1200","0.1185","0.1992"
"7.1400","0.1189","0.2008"
"7.1600","0.1193","0.2028"
"7.1800","0.1197","0.2050"
"7.2000","0.1200","0.2072"
"7.2200","0.1203","0.2091"
"7.2400","0.1206","0.2107"
"7.2600","0.1209","0.2120"
"7.2800","0.1212","0.2133"
"7.3000","0.1215","0.2149"
"7.3200","0.1219","0.2166"
"7.3400","0.1222","0.2183"
"7.3600","0.1225","0.2201"
"7.3800","0.1228","0.2217"
"7.4000","0.1232","0.2232"
"7.4200","0.1235","0.2248"
"7.4400","0.1239","0.2266"
"7.4600","0.1242","0.2284"
"7.4800","0.1247","0.2304"
"7.5000","0.1250","0.2324"
"7.5200","0.1253","0.2343"
"7.5400","0.1256","0.2359"
"7.5600","0.1259","0.2374"
"7.5800","0.1263","0.2389"
"7.6000","0.1267","0.2407"
"7.6200","0.1271","0.2427"
"7.6400","0.1274","0.2446"
"7.6600","0.1277","0.2463"
"7.6800","0.1279","0.2478"
"7.7000","0.1282","0.2489"
"7.7200","0.1285","0.2501"
"7.7400","0.1288","0.2515"
"7.7600","0.1292","0.2531"
"7.7800","0.1296","0.2549"
"7.8000","0.1299","0.2569"
"7.8200","0.1302","0.2588"
"7.8400","0.1306","0.2606"
"7.8600","0.1309","0.2621"
"7.8800","0.1312","0.2635"
"7.9000","0.1315","0.2650"
"7.9200","0.1318","0.2667"
"7.9400","0.1322","0.2685"
"7.9600","0.1325","0.2704"
"7.9800","0.1329","0.2721"
"8.0000","0.1332","0.2737"
"8.0200","0.1335","0.2752"
"8.0400","0.1338","0.2768"
"8.0600","0.1342","0.2787"
"8.0800","0.1346","0.2807"
"8.1000","0.1350","0.2829"
"8.1200","0.1353","0.2850"
"8.1400","0.1356","0.2869"
"8.1600","0.1360","0.2885"
"8.1800","0.1363","0.2900"
"8.2000","0.1367","0.2918"
"8.2200","0.1371","0.2938"
"8.2400","0.1374","0.2959"
"8.2600","0.1377","0.2979"
"8.2800","0.1379","0.2996"
"8.3000","0.1382","0.3008"
"8.3200","0.1385","0.3018"
"8.3400","0.1388","0.3030"
"8.3600","0.1391","0.3044"
"8.3800","0.1395","0.3063"
"8.4000","0.1399","0.3084"
"8.4200","0.1403","0.3107"
"8.4400","0.1406","0.3129"
"8.4600","0.1409","0.3147"
"8.4800","0.1412","0.3164"
"8.5000","0.1415","0.3179"
"8.5200","0.1419","0.3196"
"8.5400","0.1422","0.3215"
"8.5600","0.1426","0.3236"
"8.5800","0.1429","0.3257"
"8.6000","0.1432","0.3276"
"8.6200","0.1435","0.3293"
"8.6400","0.1438","0.3308"
"8.6600","0.1442","0.3326"
"8.6800","0.1445","0.3346"
"8.7000","0.1450","0.3368"
"8.7200","0.1453","0.3393"
"8.7400","0.1457","0.3415"
"8.7600","0.1460","0.3435"
"8.7800","0.1463","0.3452"
"8.8000","0.1466","0.3470"
"8.8200","0.1470","0.3489"
"8.8400","0.1473","0.3509"
"8.8600","0.1477","0.3531"
"8.8800","0.1480","0.3551"
"8.9000","0.1482","0.3568"
"8.9200","0.1485","0.3583"
"8.9400","0.1488","0.3596"
"8.9600","0.1491","0.3611"
"8.9800","0.1495","0.3630"
"9.0000","0.1499","0.3653"
"9.0200","0.1503","0.3678"
"9.0400","0.1506","0.3703"
"9.0600","0.1509","0.3725"
"9.0800","0.1512","0.3744"
"9.1000","0.1515","0.3761"
"9.1200","0.1518","0.3780"
"9.1400","0.1522","0.3800"
"9.1600","0.1526","0.3823"
"9.1800","0.1529","0.3846"
"9.2000","0.1533","0.3869"
"9.2200","0.1535","0.3890"
"9.2400","0.1539","0.3908"
"9.2600","0.1542","0.3927"
"9.2800","0.1546","0.3947"
"9.3000","0.1550","0.3970"
"9.3200","0.1554","0.3996"
"9.3400","0.1557","0.4021"
"9.3600","0.1559","0.4043"
"9.3800","0.1562","0.4061"
"9.4000","0.1565","0.4079"
"9.4200","0.1569","0.4099"
"9.4400","0.1573","0.4120"
"9.4600","0.1577","0.4144"
"9.4800","0.1580","0.4169"
"9.5000","0.1583","0.4193"
"9.5200","0.1585","0.4213"
"9.5400","0.1588","0.4231"
"9.5600","0.1591","0.4247"
"9.5800","0.1595","0.4266"
"9.6000","0.1599","0.4289"
"9.6200","0.1603","0.4317"
"9.6400","0.1607","0.4346"
"9.6600","0.1610","0.4373"
"9.6800","0.1613","0.4395"
"9.7000","0.1616","0.4414"
"9.7200","0.1619","0.4433"
"9.7400","0.1622","0.4454"
"9.7600","0.1626","0.4477"
"9.7800","0.1630","0.4501"
"9.8000","0.1633","0.4526"
"9.8200","0.1636","0.4550"
"9.8400","0.1639","0.4572"
"9.8600","0.1643","0.4592"
"9.8800","0.1646","0.4614"
"9.9000","0.1649","0.4636"
"9.9200","0.1653","0.4661"
"9.9400","0.1656","0.4686"
"9.9600","0.1659","0.4712"
"9.9800","0.1662","0.4735"
"10.0000","0.1666","0.4757"
"10.0200","0.1669","0.4778"
"10.0400","0.1673","0.4802"
"10.0600","0.1677","0.4829"
"10.0800","0.1681","0.4857"
"10.1000","0.1684","0.4884"
"10.1200","0.1686","0.4908"
"10.1400","0.1689","0.4926"
"10.1600","0.1692","0.4943"
"10.1800","0.1695","0.4961"
"10.2000","0.1698","0.4982"
"10.2200","0.1702","0.5008"
"10.2400","0.1706","0.5038"
"10.2600","0.1710","0.5068"
"10.2800","0.1713","0.5095"
"10.3000","0.1716","0.5118"
"10.3200","0.1719","0.5139"
"10.3400","0.1722","0.5161"
"10.3600","0.1726","0.5184"
"10.3800","0.1730","0.5211"
"10.4000","0.1733","0.5238"
"10.4200","0.1736","0.5264"
"10.4400","0.1739","0.5285"
"10.4600","0.1742","0.5305"
"10.4800","0.1745","0.5325"
"10.5000","0.1749","0.5347"
"10.5200","0.1752","0.5373"
"10.5400","0.1756","0.5401"
"10.5600","0.1759","0.5430"
"10.5800","0.1763","0.5458"
"10.6000","0.1766","0.5483"
"10.6200","0.1769","0.5505"
"10.6400","0.1773","0.5529"
"10.6600","0.1776","0.5555"
"10.6800","0.1780","0.5584"
"10.7000","0.1784","0.5614"
"10.7200","0.1787","0.5642"
"10.7400","0.1789","0.5665"
"10.7600","0.1792","0.5684"
"10.7800","0.1795","0.5702"
"10.8000","0.1798","0.5722"
"10.8200","0.1802","0.5747"
"10.8400","0.1806","0.5776"
"10.8600","0.1810","0.5807"
"10.8800","0.1813","0.5837"
"10.9000","0.1816","0.5863"
"10.9200","0.1819","0.5884"
"10.9400","0.1822","0.5906"
"10.9600","0.1825","0.5928"
"10.9800","0.1829","0.5952"
"11.0000","0.1832","0.5978"
"11.0200","0.1835","0.6005"
"11.0400","0.1839","0.6031"
"11.0600","0.1841","0.6054"
"11.0800","0.1844","0.6077"
"11.1000","0.1848","0.6100"
"11.1200","0.1851","0.6126"
"11.1400","0.1856","0.6154"
"11.1600","0.1859","0.6186"
"11.1800","0.1863","0.6217"
"11.2000","0.1866","0.6247"
"11.2200","0.1870","0.6273"
"11.2400","0.1873","0.6297"
"11.2600","0.1877","0.6323"
"11.2800","0.1880","0.6352"
"11.3000","0.1884","0.6382"
"11.3200","0.1887","0.6411"
"11.3400","0.1890","0.6437"
"11.3600","0.1892","0.6459"
"11.3800","0.1895","0.6479"
"11.4000","0.1898","0.6498"
"11.4200","0.1902","0.6521"
"11.4400","0.1906","0.6548"
"11.4600","0.1910","0.6579"
"11.4800","0.1913","0.6611"
"11.5000","0.1916","0.6640"
"11.5200","0.1919","0.6664"
"11.5400","0.1922","0.6686"
"11.5600","0.1925","0.6708"
"11.5800","0.1929","0.6732"
"11.6000","0.1932","0.6759"
"11.6200","0.1936","0.6789"
"11.6400","0.1939","0.6818"
"11.6600","0.1942","0.6845"
"11.6800","0.1945","0.6869"
"11.7000","0.1948","0.6892"
"11.7200","0.1952","0.6917"
"11.7400","0.1955","0.6946"
"11.7600","0.1960","0.6978"
"11.7800","0.1963","0.7012"
"11.8000","0.1966","0.7044"
"11.8200","0.1969","0.7071"
"11.8400","0.1972","0.7095"
"11.8600","0.1976","0.7120"
"11.8800","0.1980","0.7148"
"11.9000","0.1984","0.7178"
"11.9200","0.1988","0.7209"
"11.9400","0.1990","0.7240"
"11.9600","0.1993","0.7266"
"11.9800","0.1996","0.7289"
"12.0000","0.1998","0.7308"
"12.0200","0.2001","0.7328"
"12.0400","0.2005","0.7351"
"12.0600","0.2009","0.7379"
"12.0800","0.2013","0.7410"
"12.1000","0.2016","0.7442"
"12.1200","0.2019","0.7472"
"12.1400","0.2022","0.7498"
"12.1600","0.2025","0.7522"
"12.1800","0.2028","0.7547"
"12.2000","0.2032","0.7574"
"12.2200","0.2036","0.7604"
"12.2400","0.2039","0.7636"
"12.2600","0.2042","0.7665"
"12.2800","0.2045","0.7692"
"12.3000","0.2048","0.7716"
"12.3200","0.2052","0.7741"
"12.3400","0.2056","0.7768"
"12.3600","0.2059","0.7799"
"12.3800","0.2064","0.7833"
"12.4000","0.2067","0.7868"
"12.4200","0.2070","0.7898"
"12.4400","0.2073","0.7924"
"12.4600","0.2076","0.7948"
"12.4800","0.2080","0.7975"
"12.5000","0.2084","0.8004"
"12.5200","0.2087","0.8036"
"12.5400","0.2090","0.8068"
"12.5600","0.2093","0.8095"
"12.5800","0.2095","0.8118"
"12.6000","0.2098","0.8137"
"12.6200","0.2101","0.8156"
"12.6400","0.2104","0.8179"
"12.6600","0.2108","0.8206"
"12.6800","0.2112","0.8239"
"12.7000","0.2116","0.8274"
"12.7200","0.2119","0.8308"
"12.7400","0.2122","0.8338"
"12.7600","0.2125","0.8364"
"12.7800","0.2128","0.8388"
"12.8000","0.2132","0.8414"
"12.8200","0.2136","0.8445"
"12.8400","0.2140","0.8476"
"12.8600","0.2143","0.8508"
"12.8800","0.2146","0.8537"
"12.9000","0.2149","0.8564"
"12.9200","0.2152","0.8589"
"12.9400","0.2156","0.8616"
"12.9600","0.2159","0.8643"
"12.9800","0.2163","0.8674"
"13.0000","0.2167","0.8707"
"13.0200","0.2170","0.8741"
"13.0400","0.2173","0.8771"
"13.0600","0.2176","0.8796"
"13.0800","0.2179","0.8821"
"13.1000","0.2183","0.8846"
"13.1200","0.2186","0.8875"
"13.1400","0.2189","0.8905"
"13.1600","0.2193","0.8936"
"13.1800","0.2196","0.8966"
"13.2000","0.2199","0.8991"
"13.2200","0.2201","0.9014"
"13.2400","0.2204","0.9036"
"13.2600","0.2208","0.9061"
"13.2800","0.2212","0.9091"
"13.3000","0.2216","0.9127"
"13.3200","0.2219","0.9164"
"13.3400","0.2223","0.9197"
"13.3600","0.2226","0.9227"
"13.3800","0.2229","0.9254"
"13.4000","0.2232","0.9281"
"13.4200","0.2236","0.9309"
"13.4400","0.2240","0.9339"
"13.4600","0.2243","0.9371"
"13.4800","0.2246","0.9402"
"13.5000","0.2249","0.9430"
"13.5200","0.2252","0.9455"
"13.5400","0.2255","0.9480"
"13.5600","0.2259","0.9508"
"13.5800","0.2263","0.9539"
"13.6000","0.2267","0.9573"
"13.6200","0.2270","0.9607"
"13.6400","0.2273","0.9637"
"13.6600","0.2276","0.9663"
"13.6800","0.2279","0.9687"
"13.7000","0.2282","0.9712"
"13.7200","0.2286","0.9741"
"13.7400","0.2290","0.9772"
"13.7600","0.2293","0.9807"
"13.7800","0.2297","0.9841"
"13.8000","0.2299","0.9870"
"13.8200","0.2302","0.9895"
"13.8400","0.2305","0.9917"
"13.8600","0.2308","0.9941"
"13.8800","0.2312","0.9969"
"13.9000","0.2316","1.0003"
"13.9200","0.2320","1.0040"
"13.9400","0.2323","1.0076"
"13.9600","0.2326","1.0109"
"13.9800","0.2329","1.0136"
"14.0000","0.2333","1.0162"
"14.0200","0.2336","1.0188"
"14.0400","0.2339","1.0217"
"14.0600","0.2343","1.0249"
"14.0800","0.2346","1.0282"
"14.1000","0.2350","1.0314"
"14.1200","0.2352","1.0340"
"14.1400","0.2355","1.0365"
"14.1600","0.2358","1.0389"
"14.1800","0.2362","1.0417"
"14.2000","0.2366","1.0447"
"14.2200","0.2369","1.0480"
"14.2400","0.2373","1.0515"
"14.2600","0.2376","1.0546"
"14.2800","0.2379","1.0575"
"14.3000","0.2382","1.0602"
"14.3200","0.2386","1.0631"
"14.3400","0.2389","1.0662"
"14.3600","0.2393","1.0694"
"14.3800","0.2396","1.0729"
"14.4000","0.2399","1.0763"
"14.4200","0.2402","1.0792"
"14.4400","0.2405","1.0817"
"14.4600","0.2408","1.0842"
"14.4800","0.2412","1.0868"
"14.5000","0.2416","1.0898"
"14.5200","0.2420","1.0933"
"14.5400","0.2423","1.0970"
"14.5600","0.2426","1.1005"
"14.5800","0.2429","1.1035"
"14.6000","0.2433","1.1062"
"14.6200","0.2436","1.1089"
"14.6400","0.2439","1.1118"
"14.6600","0.2443","1.1150"
"14.6800","0.2446","1.1182"
"14.7000","0.2449","1.1214"
"14.7200","0.2452","1.1242"
"14.7400","0.2455","1.1266"
"14.7600","0.2458","1.1290"
"14.7800","0.2461","1.1317"
"14.8000","0.2465","1.1347"
"14.8200","0.2469","1.1382"
"14.8400","0.2472","1.1420"
"14.8600","0.2476","1.1457"
"14.8800","0.2479","1.1490"
"14.9000","0.2482","1.1519"
"14.9200","0.2486","1.1547"
"14.9400","0.2489","1.1578"
"14.9600","0.2493","1.1612"
"14.9800","0.2497","1.1647"
"15.0000","0.2500","1.1682"
"15.0200","0.2503","1.1713"
"15.0400","0.2506","1.1740"
"15.0600","0.2508","1.1764"
"15.0800","0.2511","1.1788"
"15.1000","0.2515","1.1816"
"15.1200","0.2519","1.1849"
"15.1400","0.2523","1.1887"
"15.1600","0.2526","1.1925"
"15.1800","0.2530","1.1959"
"15.2000","0.2533","1.1990"
"15.2200","0.2536","1.2016"
"15.2400","0.2539","1.2043"
"15.2600","0.2542","1.2071"
"15.2800","0.2546","1.2101"
"15.3000","0.2549","1.2133"
"15.3200","0.2552","1.2164"
"15.3400","0.2555","1.2193"
"15.3600","0.2558","1.2221"
"15.3800","0.2561","1.2249"
"15.4000","0.2565","1.2280"
"15.4200","0.2569","1.2313"
"15.4400","0.2572","1.2351"
"15.4600","0.2576","1.2390"
"15.4800","0.2579","1.2425"
"15.5000","0.2583","1.2457"
"15.5200","0.2586","1.2486"
"15.5400","0.2590","1.2517"
"15.5600","0.2593","1.2550"
"15.5800","0.2597","1.2586"
"15.6000","0.2600","1.2623"
"15.6200","0.2604","1.2657"
"15.6400","0.2606","1.2687"
"15.6600","0.2609","1.2711"
"15.6800","0.2612","1.2734"
"15.7000","0.2615","1.2760"
"15.7200","0.2619","1.2792"
"15.7400","0.2623","1.2828"
"15.7600","0.2627","1.2865"
"15.7800","0.2630","1.2900"
"15.8000","0.2632","1.2931"
"15.8200","0.2635","1.2958"
"15.8400","0.2638","1.2985"
"15.8600","0.2642","1.3013"
"15.8800","0.2645","1.3044"
"15.9000","0.2649","1.3078"
"15.9200","0.2652","1.3113"
"15.9400","0.2656","1.3147"
"15.9600","0.2658","1.3176"
"15.9800","0.2661","1.3204"
"16.0000","0.2665","1.3233"
"16.0200","0.2669","1.3266"
"16.0400","0.2673","1.3304"
"16.0600","0.2677","1.3344"
"16.0800","0.2680","1.3381"
"16.1000","0.2683","1.3414"
"16.1200","0.2686","1.3443"
"16.1400","0.2689","1.3471"
"16.1600","0.2693","1.3501"
"16.1800","0.2697","1.3535"
"16.2000","0.2701","1.3571"
"16.2200","0.2704","1.3607"
"16.2400","0.2706","1.3640"
"16.2600","0.2709","1.3667"
"16.2800","0.2712","1.3691"
"16.3000","0.2715","1.3715"
"16.3200","0.2718","1.3741"
"16.3400","0.2722","1.3773"
"16.3600","0.2726","1.3809"
