Results Table 1


Results Table 2



Time,Displacement,Force
"2.3020","0.1917","0.0001"
"2.3220","0.1923","0.0001"
"2.3420","0.1924","0.0000"
"2.3620","0.1925","0.0000"
"2.3820","0.1925","0.0000"
"2.4020","0.1926","0.0000"
"2.4220","0.1927","0.0000"
"2.4420","0.1930","0.0001"
"2.4620","0.1932","0.0001"
"2.4820","0.1934","0.0001"
"2.5020","0.1938","0.0000"
"2.5220","0.1941","0.0000"
"2.5420","0.1945","0.0000"
"2.5620","0.1949","0.0000"
"2.5820","0.1952","0.0001"
"2.6020","0.1955","0.0000"
"2.6220","0.1959","0.0000"
"2.6420","0.1962","0.0001"
"2.6620","0.1965","0.0001"
"2.6820","0.1969","0.0000"
"2.7020","0.1972","0.0000"
"2.7220","0.1976","0.0000"
"2.7420","0.1978","0.0000"
"2.7620","0.1982","0.0000"
"2.7820","0.1985","0.0000"
"2.8020","0.1988","0.0000"
"2.8220","0.1991","0.0000"
"2.8420","0.1995","0.0000"
"2.8620","0.1999","0.0000"
"2.8820","0.2002","0.0000"
"2.9020","0.2005","0.0000"
"2.9220","0.2008","0.0000"
"2.9420","0.2012","0.0001"
"2.9620","0.2015","0.0001"
"2.9820","0.2019","0.0000"
"3.0020","0.2022","0.0000"
"3.0220","0.2026","0.0000"
"3.0420","0.2029","0.0000"
"3.0620","0.2031","0.0000"
"3.0820","0.2035","0.0000"
"3.1020","0.2037","0.0001"
"3.1220","0.2041","0.0001"
"3.1420","0.2045","0.0000"
"3.1620","0.2049","0.0000"
"3.1820","0.2052","0.0000"
"3.2020","0.2056","0.0000"
"3.2220","0.2059","0.0000"
"3.2420","0.2062","0.0000"
"3.2620","0.2065","0.0001"
"3.2820","0.2068","0.0000"
"3.3020","0.2072","0.0000"
"3.3220","0.2075","0.0000"
"3.3420","0.2079","0.0000"
"3.3620","0.2081","0.0000"
"3.3820","0.2084","0.0001"
"3.4020","0.2087","0.0001"
"3.4220","0.2090","0.0000"
"3.4420","0.2094","0.0000"
"3.4620","0.2098","0.0000"
"3.4820","0.2102","0.0000"
"3.5020","0.2105","0.0000"
"3.5220","0.2108","0.0000"
"3.5420","0.2111","0.0000"
"3.5620","0.2114","0.0000"
"3.5820","0.2118","0.0000"
"3.6020","0.2121","0.0000"
"3.6220","0.2125","0.0000"
"3.6420","0.2129","0.0001"
"3.6620","0.2132","0.0001"
"3.6820","0.2135","0.0001"
"3.7020","0.2137","0.0001"
"3.7220","0.2140","0.0000"
"3.7420","0.2144","0.0000"
"3.7620","0.2148","0.0000"
"3.7820","0.2152","0.0000"
"3.8020","0.2156","0.0000"
"3.8220","0.2159","0.0000"
"3.8420","0.2162","0.0000"
"3.8620","0.2165","0.0000"
"3.8820","0.2169","0.0001"
"3.9020","0.2172","0.0001"
"3.9220","0.2175","0.0000"
"3.9420","0.2178","0.0000"
"3.9620","0.2181","0.0000"
"3.9820","0.2184","0.0001"
"4.0020","0.2187","0.0001"
"4.0220","0.2191","0.0001"
"4.0420","0.2194","0.0000"
"4.0620","0.2198","0.0000"
"4.0820","0.2202","0.0000"
"4.1020","0.2206","0.0000"
"4.1220","0.2209","0.0000"
"4.1420","0.2211","0.0000"
"4.1620","0.2215","0.0000"
"4.1820","0.2218","0.0000"
"4.2020","0.2222","0.0000"
"4.2220","0.2225","0.0000"
"4.2420","0.2230","0.0000"
"4.2620","0.2233","0.0000"
"4.2820","0.2236","0.0001"
"4.3020","0.2238","0.0001"
"4.3220","0.2241","0.0001"
"4.3420","0.2244","0.0001"
"4.3620","0.2248","0.0001"
"4.3820","0.2252","0.0000"
"4.4020","0.2256","0.0000"
"4.4220","0.2259","0.0000"
"4.4420","0.2262","0.0000"
"4.4620","0.2264","0.0000"
"4.4820","0.2268","0.0001"
"4.5020","0.2271","0.0000"
"4.5220","0.2274","0.0000"
"4.5420","0.2278","0.0000"
"4.5620","0.2282","0.0001"
"4.5820","0.2284","0.0001"
"4.6020","0.2287","0.0000"
"4.6220","0.2291","0.0000"
"4.6420","0.2294","0.0000"
"4.6620","0.2298","0.0000"
"4.6820","0.2302","0.0001"
"4.7020","0.2306","0.0000"
"4.7220","0.2309","0.0000"
"4.7420","0.2312","0.0000"
"4.7620","0.2315","0.0000"
"4.7820","0.2319","0.0001"
"4.8020","0.2322","0.0001"
"4.8220","0.2326","0.0000"
"4.8420","0.2330","0.0000"
"4.8620","0.2333","0.0000"
"4.8820","0.2336","0.0000"
"4.9020","0.2338","0.0000"
"4.9220","0.2342","0.0001"
"4.9420","0.2344","0.0001"
"4.9620","0.2347","0.0001"
"4.9820","0.2351","0.0000"
"5.0020","0.2354","0.0000"
"5.0220","0.2358","0.0000"
"5.0420","0.2361","0.0000"
"5.0620","0.2365","0.0000"
"5.0820","0.2368","0.0000"
"5.1020","0.2371","0.0001"
"5.1220","0.2374","0.0000"
"5.1420","0.2378","0.0001"
"5.1620","0.2382","0.0000"
"5.1820","0.2385","0.0000"
"5.2020","0.2388","0.0000"
"5.2220","0.2391","0.0000"
"5.2420","0.2394","0.0000"
"5.2620","0.2398","0.0000"
"5.2820","0.2402","0.0000"
"5.3020","0.2406","0.0000"
"5.3220","0.2409","0.0000"
"5.3420","0.2413","0.0000"
"5.3620","0.2416","0.0000"
"5.3820","0.2419","0.0000"
"5.4020","0.2422","0.0000"
"5.4220","0.2426","0.0000"
"5.4420","0.2429","0.0000"
"5.4620","0.2433","0.0001"
"5.4820","0.2436","0.0001"
"5.5020","0.2439","0.0001"
"5.5220","0.2441","0.0000"
"5.5420","0.2443","0.0000"
"5.5620","0.2447","0.0000"
"5.5820","0.2450","0.0000"
"5.6020","0.2454","0.0000"
"5.6220","0.2458","0.0000"
"5.6420","0.2462","0.0000"
"5.6620","0.2465","0.0000"
"5.6820","0.2468","0.0000"
"5.7020","0.2471","0.0000"
"5.7220","0.2474","0.0000"
"5.7420","0.2478","0.0000"
"5.7620","0.2481","0.0000"
"5.7820","0.2485","0.0000"
"5.8020","0.2488","0.0000"
"5.8220","0.2492","0.0000"
"5.8420","0.2494","0.0000"
"5.8620","0.2498","0.0000"
"5.8820","0.2501","0.0000"
"5.9020","0.2506","0.0001"
"5.9220","0.2509","0.0001"
"5.9420","0.2513","0.0000"
"5.9620","0.2516","0.0000"
"5.9820","0.2519","0.0000"
"6.0020","0.2522","0.0000"
"6.0220","0.2525","0.0000"
"6.0420","0.2529","0.0000"
"6.0620","0.2532","0.0001"
"6.0820","0.2536","0.0001"
"6.1020","0.2538","0.0001"
"6.1220","0.2541","0.0000"
"6.1420","0.2544","0.0000"
"6.1620","0.2546","0.0000"
"6.1820","0.2550","0.0000"
"6.2020","0.2554","0.0000"
"6.2220","0.2558","0.0000"
"6.2420","0.2562","0.0000"
"6.2620","0.2566","0.0000"
"6.2820","0.2569","0.0000"
"6.3020","0.2571","0.0001"
"6.3220","0.2575","0.0001"
"6.3420","0.2578","0.0000"
"6.3620","0.2582","0.0000"
"6.3820","0.2585","0.0000"
"6.4020","0.2589","0.0000"
"6.4220","0.2592","0.0000"
"6.4420","0.2594","0.0001"
"6.4620","0.2598","0.0001"
"6.4820","0.2601","0.0001"
"6.5020","0.2605","0.0001"
"6.5220","0.2609","0.0001"
"6.5420","0.2613","0.0000"
"6.5620","0.2616","0.0000"
"6.5820","0.2619","0.0000"
"6.6020","0.2621","0.0001"
"6.6220","0.2624","0.0001"
"6.6420","0.2628","0.0001"
"6.6620","0.2631","0.0001"
"6.6820","0.2635","0.0000"
"6.7020","0.2638","0.0000"
"6.7220","0.2642","0.0000"
"6.7420","0.2644","0.0000"
"6.7620","0.2647","0.0001"
"6.7820","0.2650","0.0001"
"6.8020","0.2654","0.0000"
"6.8220","0.2658","0.0000"
"6.8420","0.2661","0.0000"
"6.8620","0.2665","0.0000"
"6.8820","0.2668","0.0000"
"6.9020","0.2672","0.0000"
"6.9220","0.2675","0.0000"
"6.9420","0.2678","0.0001"
"6.9620","0.2682","0.0000"
"6.9820","0.2685","0.0001"
"7.0020","0.2689","0.0001"
"7.0220","0.2692","0.0000"
"7.0420","0.2695","0.0000"
"7.0620","0.2698","0.0000"
"7.0820","0.2701","0.0000"
"7.1020","0.2704","0.0000"
"7.1220","0.2708","0.0000"
"7.1420","0.2712","0.0000"
"7.1620","0.2715","0.0000"
"7.1820","0.2718","0.0000"
"7.2020","0.2721","0.0000"
"7.2220","0.2725","0.0000"
"7.2420","0.2728","0.0000"
"7.2620","0.2732","0.0000"
"7.2820","0.2735","0.0000"
"7.3020","0.2739","0.0000"
"7.3220","0.2742","0.0000"
"7.3420","0.2745","0.0000"
"7.3620","0.2748","0.0000"
"7.3820","0.2750","0.0001"
"7.4020","0.2754","0.0001"
"7.4220","0.2758","0.0000"
"7.4420","0.2762","0.0000"
"7.4620","0.2766","0.0000"
"7.4820","0.2769","0.0000"
"7.5020","0.2772","0.0000"
"7.5220","0.2776","0.0000"
"7.5420","0.2779","0.0000"
"7.5620","0.2782","0.0000"
"7.5820","0.2785","0.0000"
"7.6020","0.2789","0.0000"
"7.6220","0.2792","0.0000"
"7.6420","0.2795","0.0000"
"7.6620","0.2798","0.0000"
"7.6820","0.2800","0.0000"
"7.7020","0.2804","0.0000"
"7.7220","0.2808","0.0000"
"7.7420","0.2811","0.0000"
"7.7620","0.2815","0.0000"
"7.7820","0.2819","0.0001"
"7.8020","0.2822","0.0001"
"7.8220","0.2825","0.0001"
"7.8420","0.2829","0.0000"
"7.8620","0.2832","0.0000"
"7.8820","0.2836","0.0000"
"7.9020","0.2840","0.0000"
"7.9220","0.2843","0.0000"
"7.9420","0.2846","0.0000"
"7.9620","0.2848","0.0000"
"7.9820","0.2852","0.0000"
"8.0020","0.2854","0.0000"
"8.0220","0.2858","0.0000"
"8.0420","0.2862","0.0000"
"8.0620","0.2866","0.0000"
"8.0820","0.2869","0.0000"
"8.1020","0.2873","0.0000"
"8.1220","0.2876","0.0001"
"8.1420","0.2878","0.0001"
"8.1620","0.2881","0.0001"
"8.1820","0.2884","0.0000"
"8.2020","0.2888","0.0000"
"8.2220","0.2891","0.0000"
"8.2420","0.2894","0.0000"
"8.2620","0.2898","0.0001"
"8.2820","0.2900","0.0000"
"8.3020","0.2904","0.0000"
"8.3220","0.2907","0.0000"
"8.3420","0.2911","0.0000"
"8.3620","0.2915","0.0000"
"8.3820","0.2919","0.0000"
"8.4020","0.2922","0.0000"
"8.4220","0.2926","0.0000"
"8.4420","0.2929","0.0001"
"8.4620","0.2932","0.0001"
"8.4820","0.2936","0.0000"
"8.5020","0.2939","0.0000"
"8.5220","0.2943","0.0000"
"8.5420","0.2946","0.0000"
"8.5620","0.2949","0.0000"
"8.5820","0.2952","0.0000"
"8.6020","0.2954","0.0000"
"8.6220","0.2958","0.0000"
"8.6420","0.2961","0.0000"
"8.6620","0.2965","0.0000"
"8.6820","0.2969","0.0001"
"8.7020","0.2973","0.0001"
"8.7220","0.2975","0.0001"
"8.7420","0.2978","0.0000"
"8.7620","0.2981","0.0000"
"8.7820","0.2984","0.0000"
"8.8020","0.2988","0.0000"
"8.8220","0.2991","0.0000"
"8.8420","0.2995","0.0000"
"8.8620","0.2998","0.0000"
"8.8820","0.3001","0.0001"
"8.9020","0.3004","0.0000"
"8.9220","0.3007","0.0000"
"8.9420","0.3011","0.0000"
"8.9620","0.3015","0.0000"
"8.9820","0.3019","0.0000"
"9.0020","0.3022","0.0000"
"9.0220","0.3026","0.0001"
"9.0420","0.3028","0.0001"
"9.0620","0.3032","0.0001"
"9.0820","0.3035","0.0000"
"9.1020","0.3039","0.0000"
"9.1220","0.3043","0.0000"
"9.1420","0.3047","0.0000"
"9.1620","0.3050","0.0000"
"9.1820","0.3052","0.0001"
"9.2020","0.3055","0.0000"
"9.2220","0.3057","0.0000"
"9.2420","0.3061","0.0001"
"9.2620","0.3064","0.0000"
"9.2820","0.3068","0.0000"
"9.3020","0.3072","0.0000"
"9.3220","0.3075","0.0000"
"9.3420","0.3078","0.0000"
"9.3620","0.3081","0.0000"
"9.3820","0.3084","0.0001"
"9.4020","0.3087","0.0000"
"9.4220","0.3091","0.0000"
"9.4420","0.3095","0.0000"
"9.4620","0.3098","0.0000"
"9.4820","0.3101","0.0000"
"9.5020","0.3104","0.0000"
"9.5220","0.3107","0.0000"
"9.5420","0.3111","0.0000"
"9.5620","0.3115","0.0001"
"9.5820","0.3118","0.0000"
"9.6020","0.3122","0.0000"
"9.6220","0.3126","0.0000"
"9.6420","0.3129","0.0000"
"9.6620","0.3132","0.0000"
"9.6820","0.3136","0.0000"
"9.7020","0.3139","0.0000"
"9.7220","0.3143","0.0000"
"9.7420","0.3146","0.0000"
"9.7620","0.3149","0.0000"
"9.7820","0.3152","0.0000"
"9.8020","0.3154","0.0000"
"9.8220","0.3157","0.0000"
"9.8420","0.3160","0.0000"
"9.8620","0.3163","0.0001"
"9.8820","0.3167","0.0000"
"9.9020","0.3171","0.0000"
"9.9220","0.3175","0.0000"
"9.9420","0.3178","0.0000"
"9.9620","0.3182","0.0000"
"9.9820","0.3184","0.0001"
"10.0020","0.3188","0.0001"
"10.0220","0.3191","0.0000"
"10.0420","0.3194","0.0000"
"10.0620","0.3198","0.0000"
"10.0820","0.3201","0.0001"
"10.1020","0.3205","0.0001"
"10.1220","0.3208","0.0000"
"10.1420","0.3211","0.0000"
"10.1620","0.3214","0.0000"
"10.1820","0.3218","0.0000"
"10.2020","0.3222","0.0000"
"10.2220","0.3226","0.0001"
"10.2420","0.3229","0.0000"
"10.2620","0.3232","0.0000"
"10.2820","0.3235","0.0000"
"10.3020","0.3238","0.0001"
"10.3220","0.3242","0.0001"
"10.3420","0.3245","0.0001"
"10.3620","0.3249","0.0001"
"10.3820","0.3252","0.0000"
"10.4020","0.3255","0.0000"
"10.4220","0.3258","0.0000"
"10.4420","0.3260","0.0000"
"10.4620","0.3264","0.0000"
"10.4820","0.3267","0.0000"
"10.5020","0.3271","0.0001"
"10.5220","0.3275","0.0000"
"10.5420","0.3279","0.0000"
"10.5620","0.3282","0.0001"
"10.5820","0.3285","0.0000"
"10.6020","0.3288","0.0001"
"10.6220","0.3291","0.0000"
"10.6420","0.3295","0.0000"
"10.6620","0.3298","0.0000"
"10.6820","0.3302","0.0000"
"10.7020","0.3305","0.0000"
"10.7220","0.3308","0.0000"
"10.7420","0.3311","0.0001"
"10.7620","0.3314","0.0000"
"10.7820","0.3318","0.0000"
"10.8020","0.3322","0.0000"
"10.8220","0.3326","0.0000"
"10.8420","0.3329","0.0000"
"10.8620","0.3332","0.0001"
"10.8820","0.3335","0.0001"
"10.9020","0.3337","0.0000"
"10.9220","0.3341","0.0000"
"10.9420","0.3345","0.0000"
"10.9620","0.3349","0.0000"
"10.9820","0.3352","0.0001"
"11.0020","0.3356","0.0001"
"11.0220","0.3358","0.0000"
"11.0420","0.3361","0.0001"
"11.0620","0.3364","0.0001"
"11.0820","0.3368","0.0000"
"11.1020","0.3372","0.0000"
"11.1220","0.3376","0.0001"
"11.1420","0.3379","0.0000"
"11.1620","0.3383","0.0000"
"11.1820","0.3385","0.0000"
"11.2020","0.3388","0.0000"
"11.2220","0.3392","0.0000"
"11.2420","0.3395","0.0000"
"11.2620","0.3399","0.0000"
"11.2820","0.3402","0.0000"
"11.3020","0.3406","0.0000"
"11.3220","0.3409","0.0001"
"11.3420","0.3412","0.0000"
"11.3620","0.3415","0.0001"
"11.3820","0.3418","0.0001"
"11.4020","0.3421","0.0001"
"11.4220","0.3425","0.0000"
"11.4420","0.3429","0.0000"
"11.4620","0.3432","0.0000"
"11.4820","0.3435","0.0000"
"11.5020","0.3438","0.0000"
"11.5220","0.3441","0.0000"
"11.5420","0.3445","0.0001"
"11.5620","0.3449","0.0000"
"11.5820","0.3453","0.0000"
"11.6020","0.3456","0.0000"
"11.6220","0.3459","0.0000"
"11.6420","0.3461","0.0000"
"11.6620","0.3464","0.0000"
"11.6820","0.3467","0.0001"
"11.7020","0.3471","0.0001"
"11.7220","0.3475","0.0001"
"11.7420","0.3479","0.0000"
"11.7620","0.3482","0.0000"
"11.7820","0.3485","0.0000"
"11.8020","0.3489","0.0000"
"11.8220","0.3492","0.0000"
"11.8420","0.3495","0.0000"
"11.8620","0.3499","0.0000"
"11.8820","0.3502","0.0001"
"11.9020","0.3506","0.0000"
"11.9220","0.3508","0.0000"
"11.9420","0.3511","0.0001"
"11.9620","0.3514","0.0001"
"11.9820","0.3517","0.0000"
"12.0020","0.3521","0.0000"
"12.0220","0.3524","0.0001"
"12.0420","0.3528","0.0000"
"12.0620","0.3532","0.0000"
"12.0820","0.3535","0.0000"
"12.1020","0.3538","0.0001"
"12.1220","0.3542","0.0001"
"12.1420","0.3545","0.0000"
"12.1620","0.3549","0.0000"
"12.1820","0.3553","0.0000"
"12.2020","0.3557","0.0000"
"12.2220","0.3559","0.0000"
"12.2420","0.3562","0.0000"
"12.2620","0.3565","0.0000"
"12.2820","0.3567","0.0000"
"12.3020","0.3571","0.0001"
"12.3220","0.3574","0.0000"
"12.3420","0.3579","0.0000"
"12.3620","0.3582","0.0000"
"12.3820","0.3586","0.0000"
"12.4020","0.3589","0.0000"
"12.4220","0.3591","0.0000"
"12.4420","0.3594","0.0000"
"12.4620","0.3597","0.0000"
"12.4820","0.3601","0.0000"
"12.5020","0.3604","0.0001"
"12.5220","0.3608","0.0000"
"12.5420","0.3611","0.0000"
"12.5620","0.3614","0.0000"
"12.5820","0.3617","0.0000"
"12.6020","0.3620","0.0001"
"12.6220","0.3624","0.0001"
"12.6420","0.3628","0.0000"
"12.6620","0.3632","0.0001"
"12.6820","0.3635","0.0001"
"12.7020","0.3639","0.0001"
"12.7220","0.3642","0.0000"
"12.7420","0.3645","0.0000"
"12.7620","0.3649","0.0000"
"12.7820","0.3652","0.0000"
"12.8020","0.3656","0.0000"
"12.8220","0.3659","0.0000"
"12.8420","0.3663","0.0001"
"12.8620","0.3665","0.0001"
"12.8820","0.3668","0.0000"
"12.9020","0.3671","0.0000"
"12.9220","0.3674","0.0000"
"12.9420","0.3678","0.0000"
"12.9620","0.3682","0.0000"
"12.9820","0.3686","0.0001"
"13.0020","0.3688","0.0000"
"13.0220","0.3691","0.0000"
"13.0420","0.3694","0.0000"
"13.0620","0.3697","0.0000"
"13.0820","0.3701","0.0000"
"13.1020","0.3704","0.0000"
"13.1220","0.3708","0.0000"
"13.1420","0.3711","0.0000"
"13.1620","0.3714","0.0000"
"13.1820","0.3717","0.0000"
"13.2020","0.3721","0.0000"
"13.2220","0.3724","0.0001"
"13.2420","0.3728","0.0001"
"13.2620","0.3732","0.0000"
"13.2820","0.3736","0.0000"
"13.3020","0.3739","0.0000"
"13.3220","0.3742","0.0000"
"13.3420","0.3745","0.0000"
"13.3620","0.3748","0.0000"
"13.3820","0.3752","0.0000"
"13.4020","0.3756","0.0000"
"13.4220","0.3760","0.0001"
"13.4420","0.3763","0.0001"
"13.4620","0.3766","0.0001"
"13.4820","0.3768","0.0001"
"13.5020","0.3771","0.0001"
"13.5220","0.3774","0.0000"
"13.5420","0.3777","0.0000"
"13.5620","0.3781","0.0000"
"13.5820","0.3785","0.0001"
"13.6020","0.3788","0.0001"
"13.6220","0.3791","0.0000"
"13.6420","0.3794","0.0000"
"13.6620","0.3797","0.0000"
"13.6820","0.3801","0.0000"
"13.7020","0.3805","0.0000"
"13.7220","0.3808","0.0000"
"13.7420","0.3812","0.0001"
"13.7620","0.3815","0.0001"
"13.7820","0.3818","0.0001"
"13.8020","0.3821","0.0000"
"13.8220","0.3824","0.0000"
"13.8420","0.3828","0.0001"
"13.8620","0.3832","0.0000"
"13.8820","0.3836","0.0000"
"13.9020","0.3839","0.0000"
"13.9220","0.3842","0.0000"
"13.9420","0.3845","0.0000"
"13.9620","0.3849","0.0000"
"13.9820","0.3852","0.0000"
"14.0020","0.3856","0.0000"
"14.0220","0.3860","0.0000"
"14.0420","0.3863","0.0000"
"14.0620","0.3865","0.0000"
"14.0820","0.3868","0.0000"
"14.1020","0.3871","0.0000"
"14.1220","0.3873","0.0000"
"14.1420","0.3877","0.0000"
"14.1620","0.3881","0.0000"
"14.1820","0.3884","0.0000"
"14.2020","0.3889","0.0000"
"14.2220","0.3892","0.0000"
"14.2420","0.3895","0.0000"
"14.2620","0.3898","0.0000"
"14.2820","0.3901","0.0000"
"14.3020","0.3905","0.0000"
"14.3220","0.3909","0.0000"
"14.3420","0.3912","0.0000"
"14.3620","0.3915","0.0000"
"14.3820","0.3918","0.0000"
"14.4020","0.3921","0.0000"
"14.4220","0.3924","0.0000"
"14.4420","0.3928","0.0000"
"14.4620","0.3931","0.0001"
"14.4820","0.3935","0.0000"
"14.5020","0.3939","0.0000"
"14.5220","0.3943","0.0000"
"14.5420","0.3946","0.0000"
"14.5620","0.3949","0.0000"
"14.5820","0.3952","0.0000"
"14.6020","0.3955","0.0000"
"14.6220","0.3959","0.0000"
"14.6420","0.3962","0.0000"
"14.6620","0.3965","0.0000"
"14.6820","0.3969","0.0000"
"14.7020","0.3971","0.0000"
"14.7220","0.3974","0.0000"
"14.7420","0.3977","0.0000"
"14.7620","0.3981","0.0000"
"14.7820","0.3985","0.0000"
"14.8020","0.3988","0.0000"
"14.8220","0.3992","0.0000"
"14.8420","0.3995","0.0000"
"14.8620","0.3999","0.0000"
"14.8820","0.4002","0.0000"
"14.9020","0.4005","0.0000"
"14.9220","0.4009","0.0000"
"14.9420","0.4013","0.0000"
"14.9620","0.4016","0.0000"
"14.9820","0.4019","0.0000"
"15.0020","0.4022","0.0000"
"15.0220","0.4025","0.0000"
"15.0420","0.4028","0.0000"
"15.0620","0.4031","0.0001"
"15.0820","0.4036","0.0001"
"15.1020","0.4039","0.0000"
"15.1220","0.4042","0.0000"
"15.1420","0.4046","0.0000"
"15.1620","0.4048","0.0000"
"15.1820","0.4052","0.0000"
"15.2020","0.4055","0.0001"
"15.2220","0.4059","0.0001"
"15.2420","0.4062","0.0000"
"15.2620","0.4066","0.0000"
"15.2820","0.4069","0.0000"
"15.3020","0.4071","0.0000"
"15.3220","0.4074","0.0000"
"15.3420","0.4077","0.0000"
"15.3620","0.4081","0.0000"
"15.3820","0.4085","0.0000"
"15.4020","0.4089","0.0000"
"15.4220","0.4092","0.0000"
"15.4420","0.4096","0.0000"
"15.4620","0.4099","0.0000"
"15.4820","0.4101","0.0000"
"15.5020","0.4105","0.0000"
"15.5220","0.4108","0.0000"
"15.5420","0.4112","0.0000"
"15.5620","0.4115","0.0001"
"15.5820","0.4119","0.0000"
"15.6020","0.4122","0.0000"
"15.6220","0.4125","0.0001"
"15.6420","0.4128","0.0000"
"15.6620","0.4131","0.0000"
"15.6820","0.4135","0.0000"
"15.7020","0.4138","0.0000"
"15.7220","0.4142","0.0000"
"15.7420","0.4145","0.0000"
"15.7620","0.4149","0.0000"
"15.7820","0.4151","0.0000"
"15.8020","0.4155","0.0001"
"15.8220","0.4158","0.0001"
"15.8420","0.4162","0.0000"
"15.8620","0.4166","0.0000"
"15.8820","0.4169","0.0001"
"15.9020","0.4172","0.0001"
"15.9220","0.4175","0.0001"
"15.9420","0.4178","0.0001"
"15.9620","0.4181","0.0001"
"15.9820","0.4184","0.0000"
"16.0020","0.4188","0.0000"
"16.0220","0.4192","0.0000"
"16.0420","0.4196","0.0000"
"16.0620","0.4199","0.0000"
"16.0820","0.4202","0.0000"
"16.1020","0.4205","0.0000"
"16.1220","0.4209","0.0001"
"16.1420","0.4212","0.0001"
"16.1620","0.4216","0.0000"
"16.1820","0.4219","0.0000"
"16.2020","0.4222","0.0000"
"16.2220","0.4225","0.0000"
"16.2420","0.4227","0.0000"
"16.2620","0.4231","0.0000"
"16.2820","0.4234","0.0000"
"16.3020","0.4237","0.0000"
"16.3220","0.4242","0.0000"
"16.3420","0.4245","0.0000"
