Results Table 1


Results Table 2



Time,Displacement,Force
"3.9200","0.0653","0.0054"
"3.9400","0.0656","0.0055"
"3.9600","0.0660","0.0055"
"3.9800","0.0664","0.0056"
"4.0000","0.0667","0.0058"
"4.0200","0.0671","0.0059"
"4.0400","0.0674","0.0060"
"4.0600","0.0677","0.0060"
"4.0800","0.0680","0.0061"
"4.1000","0.0684","0.0062"
"4.1200","0.0688","0.0063"
"4.1400","0.0691","0.0064"
"4.1600","0.0694","0.0065"
"4.1800","0.0697","0.0065"
"4.2000","0.0700","0.0066"
"4.2200","0.0702","0.0066"
"4.2400","0.0706","0.0067"
"4.2600","0.0709","0.0068"
"4.2800","0.0714","0.0069"
"4.3000","0.0717","0.0070"
"4.3200","0.0721","0.0070"
"4.3400","0.0724","0.0071"
"4.3600","0.0727","0.0072"
"4.3800","0.0730","0.0072"
"4.4000","0.0733","0.0073"
"4.4200","0.0737","0.0073"
"4.4400","0.0740","0.0074"
"4.4600","0.0744","0.0075"
"4.4800","0.0747","0.0075"
"4.5000","0.0750","0.0075"
"4.5200","0.0753","0.0076"
"4.5400","0.0756","0.0076"
"4.5600","0.0760","0.0076"
"4.5800","0.0763","0.0076"
"4.6000","0.0767","0.0077"
"4.6200","0.0771","0.0078"
"4.6400","0.0774","0.0079"
"4.6600","0.0777","0.0079"
"4.6800","0.0780","0.0079"
"4.7000","0.0784","0.0080"
"4.7200","0.0787","0.0080"
"4.7400","0.0791","0.0080"
"4.7600","0.0794","0.0080"
"4.7800","0.0798","0.0081"
"4.8000","0.0800","0.0081"
"4.8200","0.0803","0.0081"
"4.8400","0.0806","0.0081"
"4.8600","0.0809","0.0081"
"4.8800","0.0813","0.0082"
"4.9000","0.0817","0.0082"
"4.9200","0.0821","0.0083"
"4.9400","0.0824","0.0084"
"4.9600","0.0828","0.0084"
"4.9800","0.0830","0.0084"
"5.0000","0.0834","0.0084"
"5.0200","0.0837","0.0085"
"5.0400","0.0840","0.0084"
"5.0600","0.0844","0.0085"
"5.0800","0.0847","0.0086"
"5.1000","0.0850","0.0086"
"5.1200","0.0853","0.0087"
"5.1400","0.0856","0.0087"
"5.1600","0.0859","0.0087"
"5.1800","0.0863","0.0088"
"5.2000","0.0867","0.0089"
"5.2200","0.0871","0.0089"
"5.2400","0.0874","0.0090"
"5.2600","0.0877","0.0091"
"5.2800","0.0880","0.0091"
"5.3000","0.0883","0.0091"
"5.3200","0.0887","0.0091"
"5.3400","0.0891","0.0092"
"5.3600","0.0895","0.0093"
"5.3800","0.0898","0.0094"
"5.4000","0.0901","0.0094"
"5.4200","0.0903","0.0095"
"5.4400","0.0906","0.0095"
"5.4600","0.0910","0.0095"
"5.4800","0.0913","0.0096"
"5.5000","0.0917","0.0096"
"5.5200","0.0921","0.0097"
"5.5400","0.0924","0.0098"
"5.5600","0.0927","0.0098"
"5.5800","0.0931","0.0099"
"5.6000","0.0933","0.0099"
"5.6200","0.0936","0.0100"
"5.6400","0.0940","0.0100"
"5.6600","0.0943","0.0101"
"5.6800","0.0947","0.0101"
"5.7000","0.0950","0.0102"
"5.7200","0.0952","0.0102"
"5.7400","0.0956","0.0103"
"5.7600","0.0959","0.0103"
"5.7800","0.0963","0.0104"
"5.8000","0.0966","0.0105"
"5.8200","0.0970","0.0105"
"5.8400","0.0974","0.0106"
"5.8600","0.0977","0.0106"
"5.8800","0.0980","0.0107"
"5.9000","0.0984","0.0108"
"5.9200","0.0987","0.0108"
"5.9400","0.0991","0.0108"
"5.9600","0.0995","0.0110"
"5.9800","0.0999","0.0110"
"6.0000","0.1001","0.0111"
"6.0200","0.1004","0.0112"
"6.0400","0.1006","0.0112"
"6.0600","0.1009","0.0112"
"6.0800","0.1013","0.0112"
"6.1000","0.1016","0.0113"
"6.1200","0.1020","0.0114"
"6.1400","0.1024","0.0115"
"6.1600","0.1027","0.0116"
"6.1800","0.1030","0.0117"
"6.2000","0.1033","0.0117"
"6.2200","0.1036","0.0118"
"6.2400","0.1039","0.0119"
"6.2600","0.1043","0.0120"
"6.2800","0.1046","0.0121"
"6.3000","0.1050","0.0122"
"6.3200","0.1053","0.0123"
"6.3400","0.1056","0.0124"
"6.3600","0.1059","0.0124"
"6.3800","0.1062","0.0125"
"6.4000","0.1066","0.0126"
"6.4200","0.1070","0.0127"
"6.4400","0.1074","0.0129"
"6.4600","0.1077","0.0130"
"6.4800","0.1081","0.0131"
"6.5000","0.1084","0.0132"
"6.5200","0.1087","0.0133"
"6.5400","0.1091","0.0134"
"6.5600","0.1094","0.0135"
"6.5800","0.1098","0.0137"
"6.6000","0.1101","0.0138"
"6.6200","0.1104","0.0139"
"6.6400","0.1107","0.0139"
"6.6600","0.1109","0.0140"
"6.6800","0.1112","0.0140"
"6.7000","0.1116","0.0141"
"6.7200","0.1120","0.0142"
"6.7400","0.1123","0.0143"
"6.7600","0.1127","0.0145"
"6.7800","0.1130","0.0146"
"6.8000","0.1133","0.0147"
"6.8200","0.1136","0.0148"
"6.8400","0.1139","0.0149"
"6.8600","0.1143","0.0149"
"6.8800","0.1146","0.0150"
"6.9000","0.1150","0.0152"
"6.9200","0.1153","0.0153"
"6.9400","0.1157","0.0155"
"6.9600","0.1159","0.0156"
"6.9800","0.1163","0.0156"
"7.0000","0.1166","0.0157"
"7.0200","0.1170","0.0158"
"7.0400","0.1174","0.0159"
"7.0600","0.1177","0.0161"
"7.0800","0.1181","0.0162"
"7.1000","0.1184","0.0163"
"7.1200","0.1187","0.0164"
"7.1400","0.1190","0.0164"
"7.1600","0.1194","0.0165"
"7.1800","0.1198","0.0167"
"7.2000","0.1201","0.0168"
"7.2200","0.1204","0.0169"
"7.2400","0.1207","0.0170"
"7.2600","0.1210","0.0171"
"7.2800","0.1212","0.0171"
"7.3000","0.1216","0.0172"
"7.3200","0.1219","0.0173"
"7.3400","0.1223","0.0174"
"7.3600","0.1227","0.0176"
"7.3800","0.1231","0.0177"
"7.4000","0.1234","0.0179"
"7.4200","0.1236","0.0180"
"7.4400","0.1240","0.0180"
"7.4600","0.1243","0.0181"
"7.4800","0.1247","0.0182"
"7.5000","0.1250","0.0183"
"7.5200","0.1254","0.0184"
"7.5400","0.1257","0.0186"
"7.5600","0.1260","0.0187"
"7.5800","0.1263","0.0188"
"7.6000","0.1266","0.0189"
"7.6200","0.1270","0.0190"
"7.6400","0.1273","0.0191"
"7.6600","0.1277","0.0192"
"7.6800","0.1281","0.0194"
"7.7000","0.1284","0.0195"
"7.7200","0.1287","0.0196"
"7.7400","0.1291","0.0197"
"7.7600","0.1294","0.0199"
"7.7800","0.1297","0.0200"
"7.8000","0.1301","0.0201"
"7.8200","0.1305","0.0203"
"7.8400","0.1308","0.0204"
"7.8600","0.1310","0.0205"
"7.8800","0.1313","0.0205"
"7.9000","0.1316","0.0206"
"7.9200","0.1319","0.0207"
"7.9400","0.1323","0.0208"
"7.9600","0.1326","0.0209"
"7.9800","0.1331","0.0211"
"8.0000","0.1334","0.0213"
"8.0200","0.1337","0.0214"
"8.0400","0.1340","0.0215"
"8.0600","0.1343","0.0216"
"8.0800","0.1347","0.0217"
"8.1000","0.1350","0.0219"
"8.1200","0.1354","0.0220"
"8.1400","0.1357","0.0222"
"8.1600","0.1361","0.0223"
"8.1800","0.1363","0.0224"
"8.2000","0.1367","0.0225"
"8.2200","0.1370","0.0227"
"8.2400","0.1374","0.0228"
"8.2600","0.1377","0.0229"
"8.2800","0.1381","0.0231"
"8.3000","0.1384","0.0232"
"8.3200","0.1387","0.0234"
"8.3400","0.1390","0.0235"
"8.3600","0.1393","0.0237"
"8.3800","0.1397","0.0238"
"8.4000","0.1401","0.0239"
"8.4200","0.1404","0.0241"
"8.4400","0.1408","0.0243"
"8.4600","0.1411","0.0245"
"8.4800","0.1413","0.0247"
"8.5000","0.1416","0.0247"
"8.5200","0.1419","0.0248"
"8.5400","0.1422","0.0249"
"8.5600","0.1427","0.0251"
"8.5800","0.1430","0.0253"
"8.6000","0.1434","0.0255"
"8.6200","0.1437","0.0257"
"8.6400","0.1441","0.0259"
"8.6600","0.1444","0.0260"
"8.6800","0.1447","0.0262"
"8.7000","0.1450","0.0263"
"8.7200","0.1454","0.0264"
"8.7400","0.1457","0.0266"
"8.7600","0.1460","0.0267"
"8.7800","0.1464","0.0269"
"8.8000","0.1466","0.0271"
"8.8200","0.1469","0.0272"
"8.8400","0.1473","0.0273"
"8.8600","0.1476","0.0275"
"8.8800","0.1480","0.0276"
"8.9000","0.1484","0.0278"
"8.9200","0.1487","0.0281"
"8.9400","0.1490","0.0282"
"8.9600","0.1494","0.0284"
"8.9800","0.1497","0.0285"
"9.0000","0.1501","0.0286"
"9.0200","0.1504","0.0288"
"9.0400","0.1508","0.0290"
"9.0600","0.1511","0.0292"
"9.0800","0.1514","0.0294"
"9.1000","0.1517","0.0295"
"9.1200","0.1519","0.0295"
"9.1400","0.1522","0.0296"
"9.1600","0.1526","0.0298"
"9.1800","0.1531","0.0300"
"9.2000","0.1534","0.0302"
"9.2200","0.1538","0.0305"
"9.2400","0.1541","0.0307"
"9.2600","0.1543","0.0308"
"9.2800","0.1547","0.0308"
"9.3000","0.1550","0.0310"
"9.3200","0.1553","0.0311"
"9.3400","0.1557","0.0313"
"9.3600","0.1560","0.0315"
"9.3800","0.1563","0.0317"
"9.4000","0.1566","0.0318"
"9.4200","0.1569","0.0319"
"9.4400","0.1572","0.0320"
"9.4600","0.1576","0.0322"
"9.4800","0.1580","0.0323"
"9.5000","0.1584","0.0326"
"9.5200","0.1587","0.0328"
"9.5400","0.1590","0.0330"
"9.5600","0.1593","0.0331"
"9.5800","0.1596","0.0333"
"9.6000","0.1600","0.0334"
"9.6200","0.1604","0.0335"
"9.6400","0.1608","0.0338"
"9.6600","0.1611","0.0340"
"9.6800","0.1614","0.0342"
"9.7000","0.1617","0.0343"
"9.7200","0.1620","0.0344"
"9.7400","0.1623","0.0345"
"9.7600","0.1626","0.0346"
"9.7800","0.1630","0.0348"
"9.8000","0.1634","0.0350"
"9.8200","0.1637","0.0352"
"9.8400","0.1641","0.0354"
"9.8600","0.1644","0.0356"
"9.8800","0.1646","0.0357"
"9.9000","0.1649","0.0358"
"9.9200","0.1653","0.0359"
"9.9400","0.1656","0.0361"
"9.9600","0.1660","0.0363"
"9.9800","0.1663","0.0365"
"10.0000","0.1667","0.0366"
"10.0200","0.1669","0.0368"
"10.0400","0.1672","0.0369"
"10.0600","0.1676","0.0370"
"10.0800","0.1679","0.0372"
"10.1000","0.1684","0.0374"
"10.1200","0.1688","0.0376"
"10.1400","0.1691","0.0379"
"10.1600","0.1694","0.0381"
"10.1800","0.1697","0.0383"
"10.2000","0.1700","0.0384"
"10.2200","0.1704","0.0386"
"10.2400","0.1708","0.0388"
"10.2600","0.1712","0.0390"
"10.2800","0.1715","0.0393"
"10.3000","0.1717","0.0395"
"10.3200","0.1720","0.0396"
"10.3400","0.1723","0.0397"
"10.3600","0.1726","0.0398"
"10.3800","0.1729","0.0399"
"10.4000","0.1733","0.0402"
"10.4200","0.1737","0.0405"
"10.4400","0.1741","0.0408"
"10.4600","0.1744","0.0411"
"10.4800","0.1746","0.0413"
"10.5000","0.1750","0.0415"
"10.5200","0.1753","0.0418"
"10.5400","0.1757","0.0420"
"10.5600","0.1760","0.0423"
"10.5800","0.1764","0.0426"
"10.6000","0.1767","0.0429"
"10.6200","0.1770","0.0431"
"10.6400","0.1773","0.0433"
"10.6600","0.1776","0.0435"
"10.6800","0.1780","0.0438"
"10.7000","0.1783","0.0441"
"10.7200","0.1787","0.0444"
"10.7400","0.1791","0.0448"
"10.7600","0.1794","0.0451"
"10.7800","0.1797","0.0454"
"10.8000","0.1801","0.0457"
"10.8200","0.1804","0.0459"
"10.8400","0.1807","0.0463"
"10.8600","0.1811","0.0466"
"10.8800","0.1814","0.0469"
"10.9000","0.1818","0.0473"
"10.9200","0.1820","0.0476"
"10.9400","0.1823","0.0478"
"10.9600","0.1826","0.0480"
"10.9800","0.1829","0.0482"
"11.0000","0.1833","0.0486"
"11.0200","0.1836","0.0490"
"11.0400","0.1841","0.0494"
"11.0600","0.1844","0.0499"
"11.0800","0.1847","0.0503"
"11.1000","0.1850","0.0506"
"11.1200","0.1853","0.0510"
"11.1400","0.1856","0.0512"
"11.1600","0.1860","0.0516"
"11.1800","0.1863","0.0520"
"11.2000","0.1867","0.0524"
"11.2200","0.1870","0.0528"
"11.2400","0.1873","0.0531"
"11.2600","0.1876","0.0534"
"11.2800","0.1879","0.0537"
"11.3000","0.1883","0.0540"
"11.3200","0.1887","0.0545"
"11.3400","0.1891","0.0550"
"11.3600","0.1895","0.0555"
"11.3800","0.1898","0.0559"
"11.4000","0.1900","0.0562"
"11.4200","0.1903","0.0565"
"11.4400","0.1907","0.0568"
"11.4600","0.1910","0.0572"
"11.4800","0.1914","0.0577"
"11.5000","0.1918","0.0581"
"11.5200","0.1921","0.0586"
"11.5400","0.1923","0.0589"
"11.5600","0.1926","0.0591"
"11.5800","0.1929","0.0594"
"11.6000","0.1932","0.0597"
"11.6200","0.1936","0.0601"
"11.6400","0.1940","0.0607"
"11.6600","0.1944","0.0613"
"11.6800","0.1947","0.0618"
"11.7000","0.1951","0.0622"
"11.7200","0.1953","0.0626"
"11.7400","0.1956","0.0630"
"11.7600","0.1960","0.0633"
"11.7800","0.1964","0.0638"
"11.8000","0.1967","0.0643"
"11.8200","0.1970","0.0648"
"11.8400","0.1974","0.0652"
"11.8600","0.1977","0.0657"
"11.8800","0.1980","0.0660"
"11.9000","0.1983","0.0664"
"11.9200","0.1987","0.0669"
"11.9400","0.1991","0.0674"
"11.9600","0.1994","0.0680"
"11.9800","0.1997","0.0685"
"12.0000","0.2000","0.0690"
"12.0200","0.2004","0.0694"
"12.0400","0.2007","0.0698"
"12.0600","0.2010","0.0702"
"12.0800","0.2014","0.0707"
"12.1000","0.2017","0.0713"
"12.1200","0.2021","0.0718"
"12.1400","0.2024","0.0723"
"12.1600","0.2027","0.0728"
"12.1800","0.2029","0.0731"
"12.2000","0.2033","0.0734"
"12.2200","0.2036","0.0739"
"12.2400","0.2040","0.0744"
"12.2600","0.2044","0.0750"
"12.2800","0.2047","0.0757"
"12.3000","0.2051","0.0763"
"12.3200","0.2053","0.0767"
"12.3400","0.2057","0.0771"
"12.3600","0.2060","0.0775"
"12.3800","0.2064","0.0780"
"12.4000","0.2068","0.0785"
"12.4200","0.2071","0.0791"
"12.4400","0.2074","0.0796"
"12.4600","0.2076","0.0800"
"12.4800","0.2080","0.0803"
"12.5000","0.2082","0.0806"
"12.5200","0.2086","0.0810"
"12.5400","0.2090","0.0815"
"12.5600","0.2094","0.0821"
"12.5800","0.2097","0.0828"
"12.6000","0.2100","0.0834"
"12.6200","0.2103","0.0839"
"12.6400","0.2106","0.0843"
"12.6600","0.2110","0.0848"
"12.6800","0.2114","0.0853"
"12.7000","0.2118","0.0859"
"12.7200","0.2121","0.0866"
"12.7400","0.2124","0.0872"
"12.7600","0.2127","0.0876"
"12.7800","0.2129","0.0880"
"12.8000","0.2132","0.0882"
"12.8200","0.2136","0.0886"
"12.8400","0.2140","0.0892"
"12.8600","0.2143","0.0899"
"12.8800","0.2148","0.0907"
"12.9000","0.2151","0.0915"
"12.9200","0.2154","0.0922"
"12.9400","0.2157","0.0928"
"12.9600","0.2161","0.0932"
"12.9800","0.2164","0.0937"
"13.0000","0.2167","0.0942"
"13.0200","0.2171","0.0949"
"13.0400","0.2173","0.0955"
"13.0600","0.2177","0.0961"
"13.0800","0.2179","0.0966"
"13.1000","0.2183","0.0971"
"13.1200","0.2186","0.0976"
"13.1400","0.2189","0.0982"
"13.1600","0.2194","0.0989"
"13.1800","0.2197","0.0997"
"13.2000","0.2201","0.1005"
"13.2200","0.2203","0.1012"
"13.2400","0.2207","0.1018"
"13.2600","0.2210","0.1023"
"13.2800","0.2214","0.1029"
"13.3000","0.2217","0.1036"
"13.3200","0.2221","0.1043"
"13.3400","0.2224","0.1052"
"13.3600","0.2227","0.1058"
"13.3800","0.2230","0.1063"
"13.4000","0.2233","0.1067"
"13.4200","0.2236","0.1072"
"13.4400","0.2240","0.1077"
"13.4600","0.2244","0.1084"
"13.4800","0.2247","0.1093"
"13.5000","0.2251","0.1101"
"13.5200","0.2254","0.1109"
"13.5400","0.2257","0.1115"
"13.5600","0.2260","0.1120"
"13.5800","0.2263","0.1125"
"13.6000","0.2267","0.1130"
"13.6200","0.2270","0.1137"
"13.6400","0.2273","0.1144"
"13.6600","0.2276","0.1151"
"13.6800","0.2279","0.1157"
"13.7000","0.2282","0.1163"
"13.7200","0.2286","0.1168"
"13.7400","0.2290","0.1175"
"13.7600","0.2293","0.1183"
"13.7800","0.2298","0.1192"
"13.8000","0.2301","0.1201"
"13.8200","0.2304","0.1209"
"13.8400","0.2307","0.1215"
"13.8600","0.2311","0.1221"
"13.8800","0.2314","0.1226"
"13.9000","0.2317","0.1233"
"13.9200","0.2321","0.1241"
"13.9400","0.2325","0.1249"
"13.9600","0.2328","0.1257"
"13.9800","0.2330","0.1263"
"14.0000","0.2334","0.1268"
"14.0200","0.2336","0.1272"
"14.0400","0.2339","0.1277"
"14.0600","0.2343","0.1283"
"14.0800","0.2346","0.1290"
"14.1000","0.2350","0.1298"
"14.1200","0.2353","0.1306"
"14.1400","0.2357","0.1314"
"14.1600","0.2359","0.1320"
"14.1800","0.2362","0.1326"
"14.2000","0.2366","0.1332"
"14.2200","0.2370","0.1339"
"14.2400","0.2373","0.1347"
"14.2600","0.2377","0.1356"
"14.2800","0.2380","0.1363"
"14.3000","0.2383","0.1370"
"14.3200","0.2386","0.1376"
"14.3400","0.2389","0.1381"
"14.3600","0.2393","0.1388"
"14.3800","0.2397","0.1397"
"14.4000","0.2401","0.1406"
"14.4200","0.2404","0.1416"
"14.4400","0.2407","0.1424"
"14.4600","0.2410","0.1430"
"14.4800","0.2414","0.1436"
"14.5000","0.2418","0.1443"
"14.5200","0.2421","0.1450"
"14.5400","0.2425","0.1459"
"14.5600","0.2428","0.1468"
"14.5800","0.2431","0.1476"
"14.6000","0.2434","0.1482"
"14.6200","0.2436","0.1485"
"14.6400","0.2439","0.1489"
"14.6600","0.2442","0.1494"
"14.6800","0.2446","0.1502"
"14.7000","0.2450","0.1511"
"14.7200","0.2454","0.1522"
"14.7400","0.2457","0.1531"
"14.7600","0.2460","0.1539"
"14.7800","0.2463","0.1546"
"14.8000","0.2466","0.1552"
"14.8200","0.2470","0.1560"
"14.8400","0.2473","0.1568"
"14.8600","0.2477","0.1577"
"14.8800","0.2480","0.1586"
"14.9000","0.2483","0.1594"
"14.9200","0.2486","0.1601"
"14.9400","0.2489","0.1608"
"14.9600","0.2493","0.1615"
"14.9800","0.2496","0.1623"
"15.0000","0.2501","0.1633"
"15.0200","0.2504","0.1644"
"15.0400","0.2508","0.1655"
"15.0600","0.2511","0.1664"
"15.0800","0.2514","0.1671"
"15.1000","0.2517","0.1679"
"15.1200","0.2521","0.1686"
"15.1400","0.2524","0.1695"
"15.1600","0.2528","0.1705"
"15.1800","0.2531","0.1713"
"15.2000","0.2533","0.1721"
"15.2200","0.2536","0.1726"
"15.2400","0.2539","0.1731"
"15.2600","0.2542","0.1737"
"15.2800","0.2546","0.1744"
"15.3000","0.2549","0.1754"
"15.3200","0.2554","0.1765"
"15.3400","0.2557","0.1777"
"15.3600","0.2560","0.1788"
"15.3800","0.2563","0.1797"
"15.4000","0.2567","0.1804"
"15.4200","0.2570","0.1811"
"15.4400","0.2573","0.1819"
"15.4600","0.2577","0.1828"
"15.4800","0.2581","0.1838"
"15.5000","0.2584","0.1847"
"15.5200","0.2586","0.1856"
"15.5400","0.2590","0.1864"
"15.5600","0.2593","0.1871"
"15.5800","0.2597","0.1879"
"15.6000","0.2600","0.1889"
"15.6200","0.2605","0.1900"
"15.6400","0.2608","0.1912"
"15.6600","0.2611","0.1922"
"15.6800","0.2614","0.1930"
"15.7000","0.2616","0.1936"
"15.7200","0.2620","0.1942"
"15.7400","0.2623","0.1950"
"15.7600","0.2627","0.1960"
"15.7800","0.2630","0.1970"
"15.8000","0.2634","0.1981"
"15.8200","0.2636","0.1989"
"15.8400","0.2639","0.1995"
"15.8600","0.2642","0.2001"
"15.8800","0.2645","0.2008"
"15.9000","0.2649","0.2017"
"15.9200","0.2653","0.2028"
"15.9400","0.2657","0.2041"
"15.9600","0.2661","0.2054"
"15.9800","0.2664","0.2064"
"16.0000","0.2667","0.2073"
"16.0200","0.2670","0.2081"
"16.0400","0.2673","0.2088"
"16.0600","0.2677","0.2098"
"16.0800","0.2680","0.2108"
"16.1000","0.2684","0.2119"
"16.1200","0.2687","0.2129"
"16.1400","0.2690","0.2138"
"16.1600","0.2693","0.2147"
"16.1800","0.2696","0.2155"
"16.2000","0.2700","0.2165"
"16.2200","0.2704","0.2175"
"16.2400","0.2707","0.2186"
"16.2600","0.2711","0.2198"
"16.2800","0.2713","0.2208"
"16.3000","0.2717","0.2217"
"16.3200","0.2720","0.2226"
"16.3400","0.2723","0.2235"
"16.3600","0.2727","0.2245"
